,Type,Size_or_Members,Shape,Data_type
/AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,Dataset,50,"(50,)",|S48
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412350/Image/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,Dataset,11,"(11,)",|S28
/AwakeEventData/TT41.BTV.412426/Image/positionSet2,Dataset,1,"(1,)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/positionSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings,Group,4,,
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/filterSelectStr,Dataset,4,"(4,)",|S9
/AwakeEventInfo/configurationVersionNumber,Dataset,1,(),int32
/AwakeEventData/TT43.BPM.430308/Acquisition/posOK,Dataset,0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/imageRawData,Dataset,5308416,"(2048, 2592)",int16
/AwakeEventData/TT41.BTV.412353/Image/rightBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange,Dataset,1,"(1,)",int32
/AwakeEventData/TT43.BPM.430129/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,Dataset,1,"(1,)",|S5
/AwakeEventData/TT43.BPM.430203/Acquisition,Group,9,,
/AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/verProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/pixelSize,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/deviceName,Dataset,1,"(1,)",|S15
/AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/imageRawData,Dataset,1228800,"(960, 1280)",int16
/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,Dataset,1,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/enableExtFlagBIC,Dataset,2,"(2,)",int32
/AwakeEventData/SR.AWINTLK,Group,1,,
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/acqTime,Dataset,1,"(1,)",|S26
/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430039,Group,1,,
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensityHistogram,Dataset,1000,"(1000,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement/position,Dataset,1,(),|S128
/AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition,Group,1,,
/AwakeEventData/VVGF.412400/State,Group,1,,
/AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412353/Image/positionSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/positionSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,Group,9,,
/AwakeEventData/PMOTOR05,Group,1,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/VVGF.412423/State,Group,1,,
/AwakeEventData/VTUAwake2Frep/ModeAcq,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqTime,Dataset,1,"(1,)",|S25
/AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/VGP.412423/PR/value,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/leftBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,Dataset,1,(),bool
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBH.412344,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.412345,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.412347,Group,1,,
/AwakeEventData/TT41.BTV.412353/Acquisition/leftBottomReference,Dataset,2,"(2,)",int16
/AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,Dataset,1,"(1,)",float64
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime,Dataset,1,"(1,)",|S25
/AwakeEventData/SR.AWGAMP/Status/position,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412426/Image/observables,Dataset,1,"(1,)",int32
/AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,Dataset,1,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/stepperBusy,Dataset,1,(),bool
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,Dataset,352,"(1, 352)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/nbAcq,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,Group,21,,
/AwakeEventData/BLMITT41/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/BPM.AWAKE.TT41,Group,1,,
/AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition,Group,1,,
/AwakeEventData/PMOTOR04/Acquisition,Group,1,,
/AwakeEventData/TT41.BPM.412345/Acquisition,Group,9,,
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,Group,21,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk,Dataset,1,(),bool
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/verPos,Dataset,14,"(14,)",float32
/AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/awake.XAWAVS_BEAML_TT_AVG,Group,1,,
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,Dataset,1,"(1,)",int64
/AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,Group,2,,
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,Dataset,1,"(1,)",|S1
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Image/cameraZoom,Dataset,1,"(1,)",int32
/AwakeEventData/BTV.TT41.412442_FWHEEL,Group,1,,
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogY,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/cogX,Dataset,1,"(1,)",float64
/AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,Dataset,1,"(1,)",int64
/AwakeEventData/SR.SCOPE45.CH02/Acquisition,Group,11,,
/AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/sigma,Dataset,12,"(12,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/horProjection,Dataset,1920,"(1920,)",float64
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,Dataset,1,"(1,)",int16
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,Group,2,,
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/intensitySigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,Dataset,3648,"(3648,)",float64
/AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,Group,1,,
/AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition,Group,1,,
/AwakeEventData/PMOTOR01/Acquisition,Group,1,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk,Dataset,1,(),bool
/AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412426,Group,2,,
/AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,Dataset,1,"(1,)",int16
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE27.CH01,Group,1,,
/AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,Group,1,,
/AwakeEventData/VGP.412400,Group,1,,
/AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,Group,13,,
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/delayTime,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/positionSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/positionSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Acquisition/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition,Group,1,,
/AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,Dataset,288,"(288,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412353/Acquisition/secondLamp_min,Dataset,1,"(1,)",int16
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement/rightLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjAvg,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/RPSKN.TSG4.SNH.430000,Group,1,,
/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/imageRawData,Dataset,2304000,"(1200, 1920)",int16
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412353/Acquisition/acqCounter,Dataset,1,"(1,)",int32
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412353/Image/observables,Dataset,1,"(1,)",int32
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelect_max,Dataset,1,"(1,)",int32
/AwakeEventData/PMOTOR01,Group,1,,
/AwakeEventData/PMOTOR02,Group,1,,
/AwakeEventData/PMOTOR03,Group,1,,
/AwakeEventData/PMOTOR04,Group,1,,
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/PMOTOR06,Group,1,,
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/imageRawData,Dataset,1920000,"(1200, 1600)",int16
/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp,Dataset,940,"(940,)",float32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage,Group,21,,
/AwakeEventData/BLMITT41/Acquisition/totalGains,Dataset,5,"(5,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,Dataset,2000,"(2000,)",float64
/AwakeEventData/TT41.BTV.412350/Image/cameraOffset_max,Dataset,1,"(1,)",int16
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430204,Group,1,,
/AwakeEventData/TT41.BTV.412350/Image/positionSet1,Dataset,1,"(1,)",float64
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,Group,3,,
/AwakeEventData/TT41.BTV.412426/Acquisition/nbGates,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-LASER-DATA,Group,2,,
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet2,Dataset,1,"(1, 1)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/offsetSet1,Dataset,1,"(1, 1)",float64
/AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,Dataset,442368,"(768, 576)",int16
/AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,Dataset,1,"(1,)",|S4
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2,Group,1,,
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3,Group,1,,
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,Group,1,,
/AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,Dataset,1,"(1,)",float32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4,Group,1,,
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/exposureTime,Dataset,1,"(1,)",float64
/AwakeEventData/SR.SCOPE29.CH01,Group,1,,
/AwakeEventData/TT41.BTV.412353/Image/superCycleNb,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage,Group,21,,
/AwakeEventData/XUCL-SPECTRO/BinningSetting,Group,7,,
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,Dataset,1,"(1,)",int64
/AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH05/Acquisition,Group,11,,
/AwakeEventData/TT41.BTV.412350/Image/sigmaSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/TT43.BPM.430103/Acquisition/verPos,Dataset,12,"(12,)",float32
/AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412353/Acquisition/pixelCalSet1,Dataset,4,"(4,)",float64
/AwakeEventData/VVGF.412400,Group,2,,
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/width,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/TT41.BTV.412353/Image/amplitudeSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/amplitudeSet2,Dataset,1,"(1,)",float64
/AwakeEventData/BLMITT41/Acquisition/calLosses_unit,Dataset,1,"(1,)",|S4
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,Dataset,1,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/imageRawData,Dataset,2211840,"(1080, 2048)",int16
/AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Acquisition/userImageSelectionNumber,Dataset,1,"(1,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/positionSet1,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412426/Acquisition/positionSet2,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/intensityAvg,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412353/Image/leftTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement/position,Dataset,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement/leftLimitSwitchReached,Dataset,1,(),|S128
/AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/filterSelect,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/BPM.AWAKE.TT41/Acquisition,Group,7,,
/AwakeEventData/TT41.BTV.412353/Image/rightTopReference,Dataset,2,"(2,)",int16
/AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/VVGF.412423,Group,2,,
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay,Dataset,1,"(1,)",int64
/AwakeEventData/TT41.BTV.412350/Image/nbImages,Dataset,1,"(1,)",int32
/AwakeEventData/Sps2AwakeSynchro,Group,1,,
/AwakeEventData/BLMITT41/Acquisition/calThresholds,Dataset,40,"(40,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/nbPtsPerProjInSet1,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/verProjAmp,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BPM.412347/Acquisition,Group,9,,
/AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/TT41.BTV.412350/Image/cameraZoom,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/gain,Dataset,1,"(1,)",int64
/AwakeEventData/RPCAH.TSG4.RQIF.412346,Group,1,,
/AwakeEventData/EMETER03/Acq/value,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412350/Image/sigmaSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BTV.TT41.412426_FWHEEL,Group,1,,
/AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition/currentAverage,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/sigmaSet2,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.BTV.412350/Image/beamID,Dataset,1,"(1,)",int32
/AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/horProjSigma,Dataset,1,"(1,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,Dataset,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,Dataset,785,"(785,)",float64
/AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,Dataset,785,"(785,)",float64
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount,Dataset,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/posOK,Dataset,1,"(1,)",No NumPy equivalent for TypeBitfieldID exists
/AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData,Dataset,1120,"(1120,)",int16
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/triggerMode,Dataset,1,"(1,)",|S2
/AwakeEventData/TT41.BTV.412426/Acquisition,Group,67,,
/AwakeEventData/TT41.BTV.412426/Acquisition/screenSelectStr,Dataset,4,"(4,)",|S10
/AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,Dataset,1,"(1,)",float32
/AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition,Group,1,,
/AwakeEventData/VVGF.412423/StartCounterSt,Group,1,,
/AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,Dataset,1,"(1,)",float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/imageTimeStamp,Dataset,1,"(1,)",int64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/beamIntensity,Dataset,1,"(1,)",float64
/AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition,Group,1,,
/AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data,Dataset,1120,"(1120,)",int16
/AwakeEventData/XUCL-SPECTRO/CameraAcq,Dataset,1,(),|S93
/AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data,Dataset,1120,"(1120,)",int16
/AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet1,Dataset,400,"(1, 400)",float64
/AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/TT41.BTV.412426/Acquisition/projDataSet2,Dataset,300,"(1, 300)",float64
/AwakeEventData/PMOTOR02/Acquisition/position,Dataset,1,"(1,)",int32
/AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,Group,2,,
/AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,Dataset,1,"(1,)",int64
/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,Dataset,1,"(1,)",int32
/AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,Dataset,1,"(1,)",int32
/AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,Dataset,100,"(100,)",|S17
/AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,Dataset,1,"(1,)",float32
/AwakeEventData/SPSBQMSPSv1,Group,2,,
/AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,Dataset,1,"(1,)",float32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,Dataset,1,"(1,)",|S1
/AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,Dataset,1,"(1,)",float32
